worm names,velc10,velc50,velc90,vel10,vel50,vel90,ampt10,ampt50,ampt90,waveL10,waveL50,waveL90,thicknessOne10,thicknessOne50,thicknessOne90,thicknessTwo10,thicknessTwo50,thicknessTwo90,thicknessMid10,thicknessMid50,thicknessMid90,ecc10,ecc50,ecc90,minRecRatio10,minRecRatio50,minRecRatio90,baekAmp10,baekAmp50,baekAmp90,baekAmpRatio10,baekAmpRatio50,baekAmpRatio90,angChRate10,angChRate50,angChRate90,area10,area50,area90,length10,length50,length90,width10,width50,width90,fatness10,fatness50,fatness90,bodyTrans10,bodyTrans50,bodyTrans90,HTBright10,HTBright50,HTBright90,pathMo2nd
unc-103_e1597_on_food,0.093003,-0.59033,-0.16746,0.10237,-0.64185,-0.17477,2.0434,1.746,0.40578,2.7705,-0.13174,-0.39025,-0.61171,-0.35936,-0.2516,0.89442,-0.37928,-0.58522,-0.090153,-0.5264,-0.59147,-0.61986,-0.13193,0.063836,-1.1983,-0.61301,-0.84331,1.1134,0.33384,0.75657,-0.77191,-2.8837,-7.7826,0,0,0,-0.21629,-0.46383,-0.58113,0.067024,0.016609,-0.085127,-0.34145,-0.55639,-0.66002,-0.44522,-0.65231,-0.51784,0.035006,-0.24719,-0.4786,0.15312,0.36976,-0.50419,-0.91117
unc-103_e1597_on_food,0.005858,-0.38595,-0.064574,0.037631,-0.33532,-0.10192,0.89436,0.08488,-0.16087,5.0885,0.36488,-0.45602,-2.7514,-5.7127,0.60435,-1.3635,-2.0775,-0.94726,1.1115,0.60358,-0.0052195,0.79881,0.22295,-0.51464,1.9556,-0.0046571,-1.253,0.60089,-0.58577,0.19687,-0.77191,-2.8837,1.2526,0.39387,0.19062,-0.078488,0.58335,0.2504,-0.09329,0.13184,-0.052779,-0.23145,0.89632,0.35437,-0.070262,1.1299,0.46395,-0.039444,1.8541,2.3384,2.3809,1.1223,-0.63217,-1.5329,0
unc-103_e1597_on_food,0.036644,-0.3385,-0.104,0.056251,-0.26414,-0.12404,-2.6216,-0.353,2.9513,3.2,1.5884,1.0906,0.30979,-1.5097,-0.66318,0.508,-0.8125,-0.57005,-0.096553,-0.5924,-0.5874,1.0457,0.79692,0.69198,7.5036,6.1814,4.5819,-1.9966,-3.062,-3.9217,1.6411,0.24499,0.0083819,-1.0406,-0.84926,-0.25268,-0.46539,-0.76583,-0.68422,0.1076,0.088413,-0.028329,-0.33677,-0.55117,-0.59597,-0.62654,-0.76421,-0.51711,0.13334,-0.043067,-0.16087,0.4358,-0.68654,-1.1592,0
unc-103_e1597_on_food,-0.0029569,-0.32993,-0.05689,0.016377,-0.25129,-0.075321,-1.6952,-1.0131,1.7473,4.8081,1.2293,0.062738,-1.1477,-0.87584,-0.25878,-1.4377,-0.88419,-0.72182,0.56081,0.16654,-0.27016,1.0019,0.69194,0.50188,5.2095,3.2047,2.3377,-1.8229,-2.8154,-3.6537,-0.77191,-2.8837,-1.9708,1.7628,1.2014,0.12463,-0.4557,-0.75088,-1.0256,-0.12593,-0.26878,-0.43721,0.48377,0.020915,-0.32754,-0.08292,-0.38667,-0.46272,1.0675,1.1817,1.0306,0.84068,0.10597,-0.72621,0
unc-103_e1597_on_food,0.036116,-0.59033,-0.1034,0.051596,-0.64185,-0.12685,-2.4311,-1.529,-0.54345,4.3596,1.8997,1.3157,0.39888,-0.6804,-0.38475,-1.6174,-0.86024,-0.30652,1.6554,1.127,0.33773,1.0073,0.71302,0.49606,5.9275,4.0289,2.6309,-1.8233,-3.0584,-3.9564,0.10392,-1.4739,-3.5181,-0.064281,-0.14104,-0.12112,0.94974,0.66075,0.30164,0.2137,0.17696,0.058463,1.7878,0.94779,0.28997,0.99493,0.35481,-0.092808,0.62499,0.56931,0.31572,1.1223,0.10688,-0.88526,0
unc-103_e1597_on_food,0.063172,-0.59033,-0.13387,0.084197,-0.64185,-0.15773,-0.94303,-0.97274,0.77413,-0.053983,-0.22497,-0.313,-0.063393,-1.2448,-0.79842,0.66863,-0.0076289,-0.32294,0.057997,-0.31324,-0.40702,0.79354,0.54841,0.27719,1.2642,1.3556,0.65572,-1.2071,-1.6391,-2.0891,-0.77191,-0.6027,-1.2506,-0.13677,-0.19264,-0.1451,-0.89686,-1.1615,-1.1077,-0.42109,-0.69633,-0.88723,-0.14224,-0.36514,-0.4381,-0.49041,-0.55215,-0.45668,0.035006,-0.043067,-0.31973,-1.251,-1.6875,-1.542,0
unc-103_e1597_on_food,0.016112,-0.82958,-0.080877,0.025976,-1.1801,-0.097341,-1.7968,-0.78954,2.0259,4.1903,1.2714,0.77222,-1.4665,-0.12709,0.011046,-1.7336,-1.3264,-0.30652,1.9763,1.4417,0.6698,0.9191,0.62391,0.38479,3.4808,2.1695,1.1258,-1.3183,-2.4831,-3.1919,-0.77191,-1.4466,-1.7223,-0.7551,-0.64251,-0.21817,0.69981,0.43244,0.21944,0.021705,-0.018551,-0.1165,2.0751,1.2278,0.59609,0.81698,0.31979,-0.06618,0.91998,1.1817,1.11,0.73464,-0.47124,-0.80633,0
unc-103_e1597_on_food,0.099046,-0.59033,-0.17688,0.13357,-0.64185,-0.21439,-2.3296,-1.1043,0.40564,1.9363,1.6952,1.1876,0.67131,-0.62001,-0.36219,0.25118,0.3541,-0.21539,2.0134,1.4256,0.52088,0.95867,0.65009,0.40761,4.7762,3.4841,2.1646,-1.9344,-2.9764,-3.2219,-0.77191,-0.56972,0.32908,0.13496,0.004116,-0.1087,0.9591,0.65398,0.28894,0.1607,0.093931,-0.0045499,2.1901,1.2227,0.50149,1.6165,0.78261,0.1253,-0.60414,-1.1317,-1.7495,1.1223,-0.083116,-0.78684,0
unc-103_e1597_on_food,0.0047669,-0.23418,-0.064063,0.020322,-0.26414,-0.085395,-2.0253,-0.82579,3.4565,3.6688,1.3814,0.45465,0.60559,0.045833,-0.045866,1.9192,0.64856,-0.097864,0.90219,0.35183,-0.14907,0.95326,0.68895,0.55741,4.0773,3.3699,3.6274,-2.4152,-2.9545,-3.5649,-0.77191,-2.8837,-3.149,-0.70833,-0.59756,-0.21445,0.10373,-0.17501,-0.49247,-0.031647,-0.1501,-0.2664,0.88755,0.29491,-0.16651,0.48646,-0.0054009,-0.2802,0.42833,0.36519,0.077424,0.27737,-0.54333,-1.1145,-0.9286
unc-103_e1597_on_food,0.0993,-0.32993,-0.17605,0.11201,-0.44657,-0.18655,-1.5089,1.1203,4.8546,-0.55698,0.8122,0.54552,2.1963,2.1707,0.11871,0.32081,-0.62483,-0.72182,-0.20302,-0.68403,-0.79651,0.84529,0.75385,0.74139,2.0645,3.4418,5.452,-2.5034,-2.5187,-1.8631,-0.77191,-1.9255,0.16151,-1.0975,-0.89222,-0.26238,-0.84099,-1.1122,-1.3652,-0.024874,-0.10081,-0.15705,-0.47285,-0.68773,-0.8022,-0.84392,-0.91125,-0.74414,0.52666,0.50127,0.31572,0.57311,0.17586,-0.16533,-0.91667
unc-103_e1597_on_food,0.075911,-0.59033,-0.14503,0.092677,-0.64185,-0.16156,-0.28889,-0.56619,-0.28326,1.6013,0.017851,-0.43666,-0.26725,-1.1025,-0.5436,-0.77565,-1.7734,-0.9346,-0.54259,-0.91474,-0.7777,0.52673,0.36251,0.22803,0.33734,-0.0021238,0.21932,-0.40031,-0.75632,-1.0568,-0.77191,-2.4343,-1.2606,1.1731,0.86928,0.047198,-0.88142,-1.1109,-1.0445,-0.33574,-0.58757,-0.63536,-0.76879,-0.83704,-0.78712,-0.97924,-0.98,-0.60778,0.28083,0.2291,0.15686,-1.2315,-1.8141,-1.3806,-0.76478
unc-103_e1597_on_food,0.054048,-0.59033,-0.1236,0.069679,-0.44657,-0.13952,-1.7567,-1.508,1.0104,2.224,1.2155,0.72579,-1.1477,-0.87584,-0.16414,0.32081,-0.37676,-0.63731,0.31241,-0.19799,-0.329,0.91933,0.71567,0.59843,2.8541,3.4981,3.1795,-1.5991,-2.0645,-2.2159,-0.77191,-0.035551,0.48704,1.6416,1.2598,0.10794,-0.62336,-0.87025,-0.81409,-0.21208,-0.30144,-0.34637,0.066618,-0.26124,-0.33775,-0.31103,-0.49344,-0.36562,0.28083,0.36519,0.39515,0.60743,0.24207,-0.041745,-0.85576
unc-103_e1597_on_food,0.058285,-0.59033,-0.12945,0.079992,-0.64185,-0.15746,-2.5019,1.4972,4.7978,1.0804,1.273,0.6681,-0.063393,-1.2448,-0.45652,0.95875,-0.45967,-0.70177,-0.046862,-0.46591,-0.73135,1.0591,0.82106,0.73611,7.6986,7.2528,6.3235,-2.1987,-2.7805,-3.1498,1.9637,2.1242,1.005,-0.18817,-0.20882,-0.14511,-0.71586,-1.0079,-1.2943,0.12835,0.068802,-0.060628,-0.17727,-0.51304,-0.72948,-0.91285,-0.99966,-0.79147,0.1825,0.024975,-0.16087,-0.93725,-1.4299,-1.3875,0
unc-103_e1597_on_food,0.067149,-0.59033,-0.13835,0.096903,-0.64185,-0.17306,-1.3112,0.75481,4.5834,0.06331,0.5431,0.32802,-0.041009,-1.7252,-0.62795,0.25118,-0.42177,-0.70524,0.22551,-0.28277,-0.5395,0.86447,0.65569,0.55295,2.013,2.2593,2.6346,-1.7338,-1.9206,-2.1937,-0.77191,-2.8837,-0.31845,0.12365,0.10362,-0.087678,-0.53977,-0.80656,-1.0686,-0.053115,-0.1291,-0.27886,-0.018745,-0.30079,-0.54687,-0.42082,-0.62629,-0.58366,-0.55498,-1.0637,-1.3523,-0.58215,-0.63667,-0.35229,-0.92901
unc-29_e193_on_food,-0.012044,-0.98635,-0.1614,-0.0058629,-1.2831,-0.17947,0.030607,0.57595,0.8787,0.57964,1.1734,0.87193,0.096597,0.75764,0.041447,0.74064,0.67168,0.18485,0.63761,0.42688,0.23108,0.48381,0.38681,0.32123,0.31549,0.44184,0.49575,0.099422,0.41724,1.0667,-0.092813,0.59378,0.13334,-1.133,-0.91967,-0.26576,0.73854,0.70194,0.6612,0.77479,0.86145,0.95351,0.5741,0.33453,0.20551,0.7537,0.47569,0.11903,-0.063325,-0.31524,-0.4786,-1.0746,-0.83946,-0.61213,0.80223
unc-29_e193_on_food,-0.36324,1.1232,0.15144,-0.40071,1.2301,0.17165,0.19212,0.081434,-0.016378,0.11822,0.42606,0.77416,0.092401,0.48957,0.020002,0.86269,0.60959,0.079646,-0.33906,-0.36318,-0.29387,0.19598,0.34508,0.29121,-0.21995,0.27264,0.19259,0.54639,0.62095,0.73349,0.66409,0.87152,0.54157,-1.1325,-0.88286,-0.26569,-0.083562,-0.040457,0.080788,0.74576,0.83225,0.88989,-0.5398,-0.40724,-0.33244,-0.38978,-0.22166,-0.18058,-0.16166,-0.31524,-0.16087,1.3296,1.2335,0.65596,1.3729
unc-29_e193_on_food,0.051273,-0.14151,-0.076459,0.058153,-0.13698,-0.079967,0.92173,1.2289,0.050522,-0.36157,-0.44817,0.34937,0.06345,-0.39724,-0.28682,1.0688,-0.065129,-0.42195,-0.41455,-0.6324,-0.53984,-0.6636,-0.13755,0.15006,-0.89707,-0.9317,-0.24009,1.5408,2.1182,1.4002,-0.77191,-0.32668,0.065025,1.2121,0.8575,0.039755,-0.2627,-0.36489,-0.26209,0.65276,0.68271,0.74575,-0.69173,-0.61991,-0.55746,-0.52257,-0.56078,-0.39106,0.084171,-0.11111,-0.31973,1.6809,1.326,0.44654,-0.46222
unc-29_e193_on_food,0.073953,-0.289,-0.067125,0.077345,-0.16249,-0.078596,-0.43812,-0.033179,0.11099,-0.5688,0.44494,0.11051,0.53642,0.15064,-0.27979,0.8396,0.33861,-0.1521,0.023174,-0.29711,-0.41984,0.079694,0.35615,0.23412,-0.32768,0.26817,0.10144,-0.23889,0.016939,0.22859,0.12893,1.0381,0.53576,0.81844,0.55424,-0.01452,-0.031387,-0.18077,-0.33227,0.16323,0.0442,-0.061452,-0.17271,-0.31342,-0.45297,-0.044787,-0.222,-0.33433,-0.21082,-0.11111,-0.081439,0.13865,0.28636,0.47807,-0.37467
unc-29_e193_on_food,0.080685,-0.59033,-0.15359,0.081006,-0.64185,-0.16406,-0.11032,0.2691,0.32842,-0.82224,0.73874,0.35532,-0.39188,-0.12444,0.015289,0.72086,0.44381,-0.027877,-0.048887,-0.35862,-0.21442,0.4299,0.39206,0.33768,0.25414,0.31363,0.78378,-0.048174,0.26035,0.40439,2.1058,1.166,0.65417,-0.90479,-0.75298,-0.23621,-0.078777,-0.21721,0.022364,0.33975,0.29163,0.26974,-0.24376,-0.3388,-0.23147,-0.12038,-0.25179,-0.1061,0.035006,-0.17915,-0.16087,-0.788,-0.33065,-0.20499,-0.81686
unc-29_e193_on_food,0.051609,-0.3636,-0.10028,0.05226,-0.47182,-0.11201,-0.019973,0.21396,0.20163,-0.31729,0.2333,0.064612,0.4876,0.67704,-0.0031718,1.0688,0.39092,-0.21251,-0.15029,-0.54668,-0.60551,0.39082,0.32704,0.28073,0.18433,0.29952,0.28839,-0.10609,-0.17038,-0.38025,0.11444,0.35111,0.33946,-1.0121,-0.80615,-0.25213,-0.38629,-0.65147,-0.8228,0.1367,-0.0032336,-0.11206,-0.4096,-0.55924,-0.62118,-0.18612,-0.41616,-0.41368,-0.11249,-0.38328,-0.63746,-1.5352,-1.6168,-0.4977,0.010157
unc-29_e193_on_food,0.06738,-0.59033,-0.10133,0.080562,-0.64185,-0.12188,-0.3988,-0.030098,0.17222,-0.40004,1.313,0.71386,-1.1764,-2.1454,-0.21526,0.47091,0.79911,0.070066,0.11484,0.34003,-0.060461,0.34457,0.46743,0.33776,-0.12474,0.78848,0.78916,-0.17202,0.68216,0.73398,0.14406,1.2394,0.40465,0,0,0,0.17572,0.57611,0.34783,0.52345,0.5287,0.5124,0.032463,0.22516,-0.070971,0.099016,0.39177,-0.041265,0.035006,0.024975,-0.16087,-0.46664,-0.42792,0.055017,0.095176
unc-29_e193_on_food,-0.023048,-1.623,-0.096871,-0.023864,-1.9244,-0.1188,-0.2462,-0.15599,0.049786,-0.23193,0.89893,0.80593,-0.18645,0.49948,0.02336,1.6208,0.67168,0.04919,0.36806,0.052899,0.0064334,0.31178,0.39757,0.29479,-0.051707,0.50703,0.4047,0.14351,0.32669,0.93745,0.89337,1.2824,0.70955,0.40769,0.24006,-0.06806,0.4783,0.33182,0.36788,0.71119,0.78462,0.80852,0.24322,0.016689,-0.032582,0.41101,0.14669,-0.0058157,0.13334,0.024975,-0.2403,-1.707,-1.5509,-0.94655,0.46473
unc-29_e193_on_food,0.08532,-0.27807,-0.11513,0.088128,-0.1451,-0.12481,0.16942,0.23453,-0.064981,-0.72259,0.59047,0.14425,1.1772,0.47055,-0.29033,0.72086,0.23215,-0.2154,-0.38741,-0.73637,-0.76267,0.33124,0.29888,0.31595,-0.037744,0.040846,0.1766,0.34399,0.87143,1.5072,1.842,1.3814,0.80913,-0.9019,-0.70653,-0.23462,-0.39252,-0.61602,-0.83098,0.31525,0.2363,0.19148,-0.69021,-0.72246,-0.79369,-0.52952,-0.62614,-0.57414,0.33,0.2291,-0.0020073,1.2139,0.75317,0.23271,-0.078409
unc-29_e193_on_food,-0.0010263,-0.91393,-0.082036,-0.0026605,-1.1566,-0.091877,0.27197,0.36543,0.66289,0.44773,0.95594,0.85874,-0.28628,-0.23046,-0.12561,0.18958,0.45289,-0.092125,0.075641,-0.036881,-0.043043,0.50004,0.39226,0.31113,0.43784,0.47428,0.35998,0.39909,0.27959,0.7314,1.3801,1.0256,0.60654,1.1927,0.81803,0.033428,0.25719,0.29581,0.36165,0.7964,0.89648,0.97183,-0.05681,-0.10387,-0.10412,0.079844,0.023435,-0.064214,-0.30915,-0.5874,-0.71689,-1.1661,-0.98521,-0.72621,0.589
unc-29_e193_on_food,0.058584,-0.80828,-0.16094,0.052997,-0.96874,-0.16837,0.42095,0.90519,0.53069,-0.074256,0.67587,0.38619,-1.1829,-0.50609,0.074524,1.4353,0.4253,-0.086867,-0.14899,-0.37139,-0.49262,0.11111,0.26445,0.30828,-0.32812,-0.16658,0.29414,0.3727,0.93816,1.6582,-0.34549,0.80838,0.33955,-0.26625,-0.26399,-0.15628,0.025095,-0.10352,-0.29748,0.49437,0.51181,0.52287,-0.37878,-0.44109,-0.50703,-0.17692,-0.28975,-0.36602,-0.30915,-0.51936,-0.63746,-0.82652,-0.46026,-0.2775,-0.76931
unc-38_e264_off_food,0.044076,-1.1624,-0.15282,0.040529,-1.4887,-0.15608,0.95619,0.91648,0.31551,0.018336,0.31387,0.45528,0.88327,-0.52758,-0.44087,-0.027809,-0.97966,-0.54536,-0.052905,-0.39108,-0.5395,0.083055,0.13562,0.14579,-0.41613,-0.32433,-0.31606,1.0185,1.0684,1.3022,-0.45239,0.089949,0.036328,0,0,0,0.22058,-0.079493,-0.3244,0.69498,0.77437,0.78165,-0.33289,-0.47614,-0.56986,-0.15504,-0.44496,-0.45609,-0.50581,-0.85957,-1.1935,0.10525,0.093364,-0.11191,-0.47505
unc-38_e264_on_food,0.10529,-0.59033,-0.18323,0.097362,-0.64185,-0.18166,0.53922,-0.21764,-0.86678,-1.5517,-1.0903,-1.1107,0.36293,0.4869,0.18945,0.74755,0.54582,0.20029,1.5874,1.8029,1.0455,-0.62108,-0.89664,-1.1669,-0.99947,-1.4437,-1.7395,0.89415,0.64444,0.21709,0.96606,0.79097,0.37354,-1.0017,-0.81842,-0.25319,0.57791,0.72066,0.41812,-0.44408,-0.68896,-0.83771,2.008,1.6352,1.1808,1.8679,1.5652,0.62778,1.215,1.5219,1.5072,0.36478,-0.60625,-1.0142,-0.8729
unc-38_e264_on_food,0.08237,-0.59033,-0.16051,0.058428,-0.453,-0.14307,0.35267,-0.24195,-0.81853,-1.4872,-0.69099,-1.1562,1.327,2.6163,1.1161,0.85994,1.2522,1.2454,1.3987,2.4047,1.765,-1.6267,-1.067,-1.5445,-1.2904,-1.5509,-1.9439,0.40968,0.34784,-0.014376,-0.77191,0.45117,0.33045,1.0029,0.73548,0.24284,1.4911,1.2522,1.2448,-1.5795,-0.8427,-0.95742,3.1968,2.4583,3.2984,3.3807,2.2813,2.5367,0.13334,0.093018,0.71287,-1.1309,-1.2228,-0.2775,-0.88111
unc-38_e264_on_food,0.065442,-0.59033,-0.13303,0.075704,-0.64185,-0.146,-0.47301,-0.01339,0.59089,-0.86831,0.8402,0.23869,-0.41567,0.24146,0.23654,0.56553,0.34059,0.012124,0.62985,0.32161,0.18144,0.66806,0.34946,0.15142,1.1295,0.46756,-0.13393,-0.23565,-0.61254,0.21084,3.0813,1.1313,0.43861,-0.598,-0.50927,-0.19592,0.54525,0.36105,0.097119,0.27881,0.24163,0.23337,0.53163,0.30073,0.14092,0.87733,0.32947,-0.084815,-0.21082,-0.51936,-0.63746,-0.54197,-0.83946,-0.85285,-0.90328
unc-38_e264_on_food,0.042892,-1.3741,-0.18175,0.027413,-1.5878,-0.16342,1.088,0.23842,-0.55426,-0.44705,-0.96858,-0.36766,0.45329,-0.0017785,-0.25031,1.0285,0.16767,-0.16709,-0.067032,-0.42649,-0.34833,-0.57189,-0.31397,-0.2057,-0.89951,-1.0388,-1.0973,1.4474,1.0846,0.98986,-0.77191,-0.48161,-0.29796,-1.0508,-0.85693,-0.24727,-0.28109,-0.54627,-0.4264,0.153,0.12867,0.09785,-0.27992,-0.39916,-0.35571,-0.25383,-0.38037,-0.26592,0.42833,0.36519,0.23629,-0.68523,-1.2336,-1.1283,-0.21829
unc-38_e264_on_food,0.084334,-0.33613,-0.13839,0.082898,-0.45123,-0.14543,0.79915,0.81733,0.079021,-0.73946,0.32618,-0.062427,0.85496,-0.21928,-0.37834,-0.68213,-1.014,-0.54407,-0.12531,-0.55078,-0.6953,0.096977,0.17314,0.12371,-0.41846,-0.50047,-0.37203,0.7852,1.4948,1.1431,-0.77191,0.58745,0.18352,-1.2108,-0.89548,-0.26717,-0.2758,-0.52062,-0.73652,0.32869,0.31295,0.32891,-0.37915,-0.56417,-0.68434,-0.45998,-0.63243,-0.59348,-0.11249,-0.45132,-0.55803,0.39003,0.15999,-0.088345,-0.66556
unc-38_e264_on_food,0.11006,0.60591,-0.071767,0.10682,0.73191,-0.065702,1.0205,0.58552,-0.14119,-0.38614,-0.2694,-0.044418,0.84746,-0.12709,-0.47171,-0.26264,-0.69535,-0.50041,-0.23145,-0.6381,-0.53747,-0.14732,-0.00065969,0.067431,-0.70084,-0.5353,-0.4472,1.0459,1.096,0.99942,-0.42546,0.066369,0.091769,-0.91271,-0.75359,-0.24248,0.073435,-0.21459,-0.11275,0.34117,0.35401,0.31114,-0.56223,-0.62693,-0.55983,-0.43479,-0.62637,-0.39539,0.035006,-0.17915,-0.4786,-0.60379,-0.76543,-0.52225,-0.41551
unc-38_e264_on_food,0.23176,-0.59033,-0.32371,0.29283,-0.64185,-0.3933,0.31435,0.11788,-0.35232,-1.275,-0.055687,-0.55017,-1.1477,0.40679,0.36154,-0.70041,0.6827,0.4083,2.0155,1.8044,0.94183,0.14272,-0.29997,-0.40247,-0.34925,-0.94286,-0.95346,0.46285,0.52045,0.60362,2.7015,1.2205,0.55887,1.2926,0.94932,0.06744,0.93558,0.80301,0.53718,-0.26229,-0.43689,-0.49578,2.3667,1.768,1.056,2.3146,1.5484,0.58133,0.67415,0.97757,1.0306,0.21773,-0.039897,-0.40328,-0.91591
unc-38_e264_on_food,0.092498,-0.33613,-0.16689,0.084197,-0.45123,-0.16126,0.0040242,0.23941,-0.38684,-1.0068,0.048787,-0.62611,0.34579,0.3686,0.22283,-0.77072,-0.28619,-0.067464,2.3574,2.0159,1.3348,-0.083357,-0.34288,-0.72871,-0.37719,-0.90112,-1.3085,0.22606,-0.014507,-0.20347,-0.2277,0.62073,0.50801,0.11187,0.040143,-0.097262,1.3912,1.1413,0.8922,-0.37537,-0.52199,-0.60388,2.6864,1.9024,1.4727,2.981,1.8831,0.81188,0.37916,0.29714,0.15686,-1.1042,-0.095905,0.053319,-0.92719
unc-38_e264_on_food,0.079996,-0.33449,-0.14786,0.066423,-0.37052,-0.13186,0.14427,-0.13606,-0.6347,-1.4544,-0.51412,-0.93364,1.4042,1.3512,0.24286,-2.2008,1.3727,0.41549,2.5414,2.9316,3.3945,-1.1735,-1.0709,-1.2743,-1.0716,-1.4861,-1.7947,-0.46106,-0.1165,-0.16644,-0.77191,-0.032624,-0.077009,-0.076709,-0.097392,0.097745,1.0202,1.1764,0.8833,-1.9896,-0.86366,-0.91804,3.6054,2.9376,3.7627,3.2919,2.3554,2.5238,-0.60414,-1.0637,-1.4318,0.29643,0.58005,2.0581,-0.92793
unc-38_e264_on_food,0.063172,-0.33613,-0.12945,0.038891,-0.2606,-0.10116,1.4365,0.18709,-0.7853,-0.94949,-1.4933,-0.77415,-1.0787,-0.66775,-0.21079,0.54697,-0.0076289,0.13881,-0.1325,0.62072,0.32423,-1.3278,-1.1019,-0.80609,-1.3758,-1.6384,-1.6389,2.0316,1.6684,0.70932,-0.38657,-0.29699,-0.23161,-0.2587,-0.206,-0.13968,-0.39177,0.091629,-0.071533,-0.0018238,-0.054073,-0.03493,-0.30401,0.52475,0.20755,-0.49879,0.29385,-0.025141,-0.11249,-0.11111,-0.081439,-1.5139,-1.0916,-0.076768,-0.43614
unc-38_e264_on_food,0.054566,-0.11183,-0.12137,0.042637,0.04503,-0.10773,0.88376,0.26903,-0.36408,-0.58576,-0.51736,-0.10241,-0.26725,-1.0161,-0.52542,-0.26264,-0.69535,-0.70854,-0.37068,-0.73442,-0.61197,-0.41822,-0.012363,0.0045762,-0.93681,-0.55767,-0.64077,1.0741,0.95667,0.95763,0.48657,0.56379,0.2781,-1.0595,-0.8675,-0.26309,-0.087748,-0.39005,-0.3333,0.3558,0.31779,0.24591,-0.73801,-0.75619,-0.66002,-0.61663,-0.76445,-0.49959,-0.30915,-0.65545,-1.0346,-0.50499,-0.43388,-0.24545,-0.16935
unc-38_e264_on_food,0.075912,0.46238,-0.067887,0.066881,0.58627,-0.059587,0.53768,0.14409,-0.28461,-0.61501,-0.36718,-0.17788,0.36293,0.15801,-0.23546,0.92234,0.18242,-0.22171,-0.083707,-0.53096,-0.37838,-0.085053,0.0069188,0.10325,-0.54051,-0.56046,-0.3487,0.59181,0.60318,0.77965,0.13809,0.45016,0.19671,-0.84995,-0.69488,-0.23251,-0.30827,-0.58053,-0.3465,0.1413,0.10186,0.035955,-0.34395,-0.49816,-0.3968,-0.36705,-0.53442,-0.27015,0.42833,0.50127,0.47458,0.47194,-0.30642,-0.7432,0.11488
unc-63_ok1075_on_food,0.14492,-0.25294,-0.19906,0.16379,-0.18924,-0.21186,0.76225,0.29302,-0.57618,-1.0293,-0.90525,-0.74347,1.4996,0.90147,-0.032773,0.97593,0.49135,-0.014443,0.31965,-0.08795,-0.342,-0.53067,-0.43091,-0.38397,-0.96688,-1.1745,-1.1254,0.61928,0.88374,0.44499,-0.77191,-0.32125,0.002584,-0.030992,-0.077223,-0.12131,0.38708,0.095668,-0.20407,-0.19368,-0.37128,-0.4782,0.27831,-0.065723,-0.32507,0.29683,-0.078342,-0.27132,0.13334,0.024975,-0.16087,-0.07597,-0.021194,-0.47222,-0.70269
unc-63_ok1075_on_food,0.10198,-0.59033,-0.17757,0.10527,-0.47405,-0.18271,0.82325,1.0726,0.62411,-0.56909,0.10083,-0.30928,0.043928,-1.0337,-0.55107,1.0431,-0.09915,-0.43781,0.18924,0.1272,-0.162,0.039554,0.0053061,0.026354,-0.50301,-0.77099,-0.66592,1.3492,1.7313,1.7861,-0.77191,0.74732,0.30379,1.483,1.1087,0.089494,0.087494,0.01629,-0.18057,0.23873,0.2141,0.27378,0.063703,0.050512,-0.1639,0.46475,0.12794,-0.19745,0.62499,0.7054,0.55401,1.2054,0.78928,-0.12914,-0.91312
unc-63_ok1075_on_food,0.068167,-0.59033,-0.14092,0.073294,-0.64185,-0.15396,-0.18762,-0.5554,-0.037328,-0.83222,0.49698,-0.19869,-1.9168,-4.1381,-0.6805,-1.5312,-2.4658,-1.1865,0.16174,0.025911,0.002613,0.58044,0.34087,0.0083608,0.74855,0.19855,-0.56991,0.27445,-0.40013,-0.79656,2.2814,0.0916,-0.16388,0,0,0,0.016541,-0.072034,-0.090869,0.010111,0.12345,0.30968,0.12848,0.044963,-0.063926,-0.3091,-0.32351,-0.39858,0.67415,0.77344,0.63344,0.39003,-0.051158,-0.15643,-0.92758
unc-63_ok1075_on_food,0.10392,-0.59033,-0.17976,0.10362,-0.64185,-0.18065,1.7792,1.5646,0.46413,0.11357,0.081554,-0.24567,0.81248,-0.1994,-0.47653,-0.88373,-0.74668,-0.37397,-0.22727,-0.12874,0.063854,-0.10306,-0.13358,-0.2384,-0.80287,-1.0503,-1.292,1.931,1.6352,2.2049,0.14052,-0.040734,0.13896,-0.039659,-0.055072,-0.12542,0.10392,0.11525,-0.0072018,0.24604,0.22519,0.3002,-0.39798,-0.15191,0.0074669,-0.22481,-0.14089,-0.24918,-0.21082,-0.38328,-0.63746,-2.8122,-2.8972,-1.6243,-0.92826
unc-63_ok1075_on_food,0.080588,-0.32968,-0.15348,0.07781,-0.44638,-0.15536,0.57505,0.95648,0.1944,-0.6449,0.23677,0.15734,1.8917,1.5347,0.18915,-1.1565,-1.6788,-0.44141,1.4804,1.426,1.5137,-0.56843,-0.10882,-0.2615,-1.0247,-0.88476,-0.82142,0.99862,1.7547,1.9694,-0.77191,0.2293,0.18836,0,0,0,1.9231,1.7883,1.4622,0.38613,0.42464,0.45055,1.7057,1.24,1.2179,2.1593,1.3665,0.47823,-0.16166,-0.38328,-0.71689,-0.20337,1.8127,1.586,-0.92443
